Date,KEY_RISK_INDICATOR_ID,Value,LAST_RUN_TIMESTAMP
2022-11-03,17,,2025-03-28 10:13:21.030799+00:00
2022-11-04,17,,2025-03-28 10:13:21.030799+00:00
2022-11-07,17,,2025-03-28 10:13:21.030799+00:00
2022-11-08,17,,2025-03-28 10:13:21.030799+00:00
2022-11-09,17,,2025-03-28 10:13:21.030799+00:00
2022-11-10,17,,2025-03-28 10:13:21.030799+00:00
2022-11-11,17,,2025-03-28 10:13:21.030799+00:00
2022-11-14,17,,2025-03-28 10:13:21.030799+00:00
2022-11-15,17,,2025-03-28 10:13:21.030799+00:00
2022-11-16,17,,2025-03-28 10:13:21.030799+00:00
2022-11-17,17,,2025-03-28 10:13:21.030799+00:00
2022-11-18,17,,2025-03-28 10:13:21.030799+00:00
2022-11-21,17,,2025-03-28 10:13:21.030799+00:00
2022-11-22,17,,2025-03-28 10:13:21.030799+00:00
2022-11-23,17,,2025-03-28 10:13:21.030799+00:00
2022-11-24,17,,2025-03-28 10:13:21.030799+00:00
2022-11-25,17,,2025-03-28 10:13:21.030799+00:00
2022-11-28,17,,2025-03-28 10:13:21.030799+00:00
2022-11-29,17,,2025-03-28 10:13:21.030799+00:00
2022-11-30,17,,2025-03-28 10:13:21.030799+00:00
2022-12-01,17,10876000.0,2025-03-28 10:13:21.030799+00:00
2022-12-02,17,,2025-03-28 10:13:21.030799+00:00
2022-12-05,17,,2025-03-28 10:13:21.030799+00:00
2022-12-06,17,,2025-03-28 10:13:21.030799+00:00
2022-12-07,17,,2025-03-28 10:13:21.030799+00:00
2022-12-08,17,,2025-03-28 10:13:21.030799+00:00
2022-12-09,17,,2025-03-28 10:13:21.030799+00:00
2022-12-12,17,,2025-03-28 10:13:21.030799+00:00
2022-12-13,17,,2025-03-28 10:13:21.030799+00:00
2022-12-14,17,,2025-03-28 10:13:21.030799+00:00
2022-12-15,17,,2025-03-28 10:13:21.030799+00:00
2022-12-16,17,,2025-03-28 10:13:21.030799+00:00
2022-12-19,17,,2025-03-28 10:13:21.030799+00:00
2022-12-20,17,,2025-03-28 10:13:21.030799+00:00
2022-12-21,17,,2025-03-28 10:13:21.030799+00:00
2022-12-22,17,,2025-03-28 10:13:21.030799+00:00
2022-12-23,17,,2025-03-28 10:13:21.030799+00:00
2022-12-26,17,,2025-03-28 10:13:21.030799+00:00
2022-12-27,17,,2025-03-28 10:13:21.030799+00:00
2022-12-28,17,,2025-03-28 10:13:21.030799+00:00
2022-12-29,17,,2025-03-28 10:13:21.030799+00:00
2022-12-30,17,,2025-03-28 10:13:21.030799+00:00
2022-12-31,17,,2025-03-28 10:13:21.030799+00:00
2023-01-01,17,10393000.0,2025-03-28 10:13:21.030799+00:00
2023-01-02,17,,2025-03-28 10:13:21.030799+00:00
2023-01-03,17,,2025-03-28 10:13:21.030799+00:00
2023-01-04,17,,2025-03-28 10:13:21.030799+00:00
2023-01-05,17,,2025-03-28 10:13:21.030799+00:00
2023-01-06,17,,2025-03-28 10:13:21.030799+00:00
2023-01-09,17,,2025-03-28 10:13:21.030799+00:00
2023-01-10,17,,2025-03-28 10:13:21.030799+00:00
2023-01-11,17,,2025-03-28 10:13:21.030799+00:00
2023-01-12,17,,2025-03-28 10:13:21.030799+00:00
2023-01-13,17,,2025-03-28 10:13:21.030799+00:00
2023-01-16,17,,2025-03-28 10:13:21.030799+00:00
2023-01-17,17,,2025-03-28 10:13:21.030799+00:00
2023-01-18,17,,2025-03-28 10:13:21.030799+00:00
2023-01-19,17,,2025-03-28 10:13:21.030799+00:00
2023-01-20,17,,2025-03-28 10:13:21.030799+00:00
2023-01-23,17,,2025-03-28 10:13:21.030799+00:00
2023-01-24,17,,2025-03-28 10:13:21.030799+00:00
2023-01-25,17,,2025-03-28 10:13:21.030799+00:00
2023-01-26,17,,2025-03-28 10:13:21.030799+00:00
2023-01-27,17,,2025-03-28 10:13:21.030799+00:00
2023-01-30,17,,2025-03-28 10:13:21.030799+00:00
2023-01-31,17,,2025-03-28 10:13:21.030799+00:00
2023-02-01,17,9846000.0,2025-03-28 10:13:21.030799+00:00
2023-02-02,17,,2025-03-28 10:13:21.030799+00:00
2023-02-03,17,,2025-03-28 10:13:21.030799+00:00
2023-02-06,17,,2025-03-28 10:13:21.030799+00:00
2023-02-07,17,,2025-03-28 10:13:21.030799+00:00
2023-02-08,17,,2025-03-28 10:13:21.030799+00:00
2023-02-09,17,,2025-03-28 10:13:21.030799+00:00
2023-02-10,17,,2025-03-28 10:13:21.030799+00:00
2023-02-13,17,,2025-03-28 10:13:21.030799+00:00
2023-02-14,17,,2025-03-28 10:13:21.030799+00:00
2023-02-15,17,,2025-03-28 10:13:21.030799+00:00
2023-02-16,17,,2025-03-28 10:13:21.030799+00:00
2023-02-17,17,,2025-03-28 10:13:21.030799+00:00
2023-02-20,17,,2025-03-28 10:13:21.030799+00:00
2023-02-21,17,,2025-03-28 10:13:21.030799+00:00
2023-02-22,17,,2025-03-28 10:13:21.030799+00:00
2023-02-23,17,,2025-03-28 10:13:21.030799+00:00
2023-02-24,17,,2025-03-28 10:13:21.030799+00:00
2023-02-27,17,,2025-03-28 10:13:21.030799+00:00
2023-02-28,17,,2025-03-28 10:13:21.030799+00:00
2023-03-01,17,9572000.0,2025-03-28 10:13:21.030799+00:00
2023-03-02,17,,2025-03-28 10:13:21.030799+00:00
2023-03-03,17,,2025-03-28 10:13:21.030799+00:00
2023-03-06,17,,2025-03-28 10:13:21.030799+00:00
2023-03-07,17,,2025-03-28 10:13:21.030799+00:00
2023-03-08,17,,2025-03-28 10:13:21.030799+00:00
2023-03-09,17,,2025-03-28 10:13:21.030799+00:00
2023-03-10,17,,2025-03-28 10:13:21.030799+00:00
2023-03-13,17,,2025-03-28 10:13:21.030799+00:00
2023-03-14,17,,2025-03-28 10:13:21.030799+00:00
2023-03-15,17,,2025-03-28 10:13:21.030799+00:00
2023-03-16,17,,2025-03-28 10:13:21.030799+00:00
2023-03-17,17,,2025-03-28 10:13:21.030799+00:00
2023-03-20,17,,2025-03-28 10:13:21.030799+00:00
2023-03-21,17,,2025-03-28 10:13:21.030799+00:00
2023-03-22,17,,2025-03-28 10:13:21.030799+00:00
2023-03-23,17,,2025-03-28 10:13:21.030799+00:00
2023-03-24,17,,2025-03-28 10:13:21.030799+00:00
2023-03-27,17,,2025-03-28 10:13:21.030799+00:00
2023-03-28,17,,2025-03-28 10:13:21.030799+00:00
2023-03-29,17,,2025-03-28 10:13:21.030799+00:00
2023-03-30,17,,2025-03-28 10:13:21.030799+00:00
2023-03-31,17,,2025-03-28 10:13:21.030799+00:00
2023-04-01,17,9992000.0,2025-03-28 10:13:21.030799+00:00
2023-04-03,17,,2025-03-28 10:13:21.030799+00:00
2023-04-04,17,,2025-03-28 10:13:21.030799+00:00
2023-04-05,17,,2025-03-28 10:13:21.030799+00:00
2023-04-06,17,,2025-03-28 10:13:21.030799+00:00
2023-04-07,17,,2025-03-28 10:13:21.030799+00:00
2023-04-10,17,,2025-03-28 10:13:21.030799+00:00
2023-04-11,17,,2025-03-28 10:13:21.030799+00:00
2023-04-12,17,,2025-03-28 10:13:21.030799+00:00
2023-04-13,17,,2025-03-28 10:13:21.030799+00:00
2023-04-14,17,,2025-03-28 10:13:21.030799+00:00
2023-04-17,17,,2025-03-28 10:13:21.030799+00:00
2023-04-18,17,,2025-03-28 10:13:21.030799+00:00
2023-04-19,17,,2025-03-28 10:13:21.030799+00:00
2023-04-20,17,,2025-03-28 10:13:21.030799+00:00
2023-04-21,17,,2025-03-28 10:13:21.030799+00:00
2023-04-24,17,,2025-03-28 10:13:21.030799+00:00
2023-04-25,17,,2025-03-28 10:13:21.030799+00:00
2023-04-26,17,,2025-03-28 10:13:21.030799+00:00
2023-04-27,17,,2025-03-28 10:13:21.030799+00:00
2023-04-28,17,,2025-03-28 10:13:21.030799+00:00
2023-04-30,17,,2025-03-28 10:13:21.030799+00:00
2023-05-01,17,9310000.0,2025-03-28 10:13:21.030799+00:00
2023-05-02,17,,2025-03-28 10:13:21.030799+00:00
2023-05-03,17,,2025-03-28 10:13:21.030799+00:00
2023-05-04,17,,2025-03-28 10:13:21.030799+00:00
2023-05-05,17,,2025-03-28 10:13:21.030799+00:00
2023-05-08,17,,2025-03-28 10:13:21.030799+00:00
2023-05-09,17,,2025-03-28 10:13:21.030799+00:00
2023-05-10,17,,2025-03-28 10:13:21.030799+00:00
2023-05-11,17,,2025-03-28 10:13:21.030799+00:00
2023-05-12,17,,2025-03-28 10:13:21.030799+00:00
2023-05-15,17,,2025-03-28 10:13:21.030799+00:00
2023-05-16,17,,2025-03-28 10:13:21.030799+00:00
2023-05-17,17,,2025-03-28 10:13:21.030799+00:00
2023-05-18,17,,2025-03-28 10:13:21.030799+00:00
2023-05-19,17,,2025-03-28 10:13:21.030799+00:00
2023-05-22,17,,2025-03-28 10:13:21.030799+00:00
2023-05-23,17,,2025-03-28 10:13:21.030799+00:00
2023-05-24,17,,2025-03-28 10:13:21.030799+00:00
2023-05-25,17,,2025-03-28 10:13:21.030799+00:00
2023-05-26,17,,2025-03-28 10:13:21.030799+00:00
2023-05-29,17,,2025-03-28 10:13:21.030799+00:00
2023-05-30,17,,2025-03-28 10:13:21.030799+00:00
2023-05-31,17,,2025-03-28 10:13:21.030799+00:00
2023-06-01,17,9191000.0,2025-03-28 10:13:21.030799+00:00
2023-06-02,17,,2025-03-28 10:13:21.030799+00:00
2023-06-05,17,,2025-03-28 10:13:21.030799+00:00
2023-06-06,17,,2025-03-28 10:13:21.030799+00:00
2023-06-07,17,,2025-03-28 10:13:21.030799+00:00
2023-06-08,17,,2025-03-28 10:13:21.030799+00:00
2023-06-09,17,,2025-03-28 10:13:21.030799+00:00
2023-06-12,17,,2025-03-28 10:13:21.030799+00:00
2023-06-13,17,,2025-03-28 10:13:21.030799+00:00
2023-06-14,17,,2025-03-28 10:13:21.030799+00:00
2023-06-15,17,,2025-03-28 10:13:21.030799+00:00
2023-06-16,17,,2025-03-28 10:13:21.030799+00:00
2023-06-19,17,,2025-03-28 10:13:21.030799+00:00
2023-06-20,17,,2025-03-28 10:13:21.030799+00:00
2023-06-21,17,,2025-03-28 10:13:21.030799+00:00
2023-06-22,17,,2025-03-28 10:13:21.030799+00:00
2023-06-23,17,,2025-03-28 10:13:21.030799+00:00
2023-06-26,17,,2025-03-28 10:13:21.030799+00:00
2023-06-27,17,,2025-03-28 10:13:21.030799+00:00
2023-06-28,17,,2025-03-28 10:13:21.030799+00:00
2023-06-29,17,,2025-03-28 10:13:21.030799+00:00
2023-06-30,17,,2025-03-28 10:13:21.030799+00:00
2023-07-01,17,8606000.0,2025-03-28 10:13:21.030799+00:00
2023-07-03,17,,2025-03-28 10:13:21.030799+00:00
2023-07-04,17,,2025-03-28 10:13:21.030799+00:00
2023-07-05,17,,2025-03-28 10:13:21.030799+00:00
2023-07-06,17,,2025-03-28 10:13:21.030799+00:00
2023-07-07,17,,2025-03-28 10:13:21.030799+00:00
2023-07-10,17,,2025-03-28 10:13:21.030799+00:00
2023-07-11,17,,2025-03-28 10:13:21.030799+00:00
2023-07-12,17,,2025-03-28 10:13:21.030799+00:00
2023-07-13,17,,2025-03-28 10:13:21.030799+00:00
2023-07-14,17,,2025-03-28 10:13:21.030799+00:00
2023-07-17,17,,2025-03-28 10:13:21.030799+00:00
2023-07-18,17,,2025-03-28 10:13:21.030799+00:00
2023-07-19,17,,2025-03-28 10:13:21.030799+00:00
2023-07-20,17,,2025-03-28 10:13:21.030799+00:00
2023-07-21,17,,2025-03-28 10:13:21.030799+00:00
2023-07-24,17,,2025-03-28 10:13:21.030799+00:00
2023-07-25,17,,2025-03-28 10:13:21.030799+00:00
2023-07-26,17,,2025-03-28 10:13:21.030799+00:00
2023-07-27,17,,2025-03-28 10:13:21.030799+00:00
2023-07-28,17,,2025-03-28 10:13:21.030799+00:00
2023-07-31,17,,2025-03-28 10:13:21.030799+00:00
2023-08-01,17,9287000.0,2025-03-28 10:13:21.030799+00:00
2023-08-02,17,,2025-03-28 10:13:21.030799+00:00
2023-08-03,17,,2025-03-28 10:13:21.030799+00:00
2023-08-04,17,,2025-03-28 10:13:21.030799+00:00
2023-08-07,17,,2025-03-28 10:13:21.030799+00:00
2023-08-08,17,,2025-03-28 10:13:21.030799+00:00
2023-08-09,17,,2025-03-28 10:13:21.030799+00:00
2023-08-10,17,,2025-03-28 10:13:21.030799+00:00
2023-08-11,17,,2025-03-28 10:13:21.030799+00:00
2023-08-14,17,,2025-03-28 10:13:21.030799+00:00
2023-08-15,17,,2025-03-28 10:13:21.030799+00:00
2023-08-16,17,,2025-03-28 10:13:21.030799+00:00
2023-08-17,17,,2025-03-28 10:13:21.030799+00:00
2023-08-18,17,,2025-03-28 10:13:21.030799+00:00
2023-08-21,17,,2025-03-28 10:13:21.030799+00:00
2023-08-22,17,,2025-03-28 10:13:21.030799+00:00
2023-08-23,17,,2025-03-28 10:13:21.030799+00:00
2023-08-24,17,,2025-03-28 10:13:21.030799+00:00
2023-08-25,17,,2025-03-28 10:13:21.030799+00:00
2023-08-28,17,,2025-03-28 10:13:21.030799+00:00
2023-08-29,17,,2025-03-28 10:13:21.030799+00:00
2023-08-30,17,,2025-03-28 10:13:21.030799+00:00
2023-08-31,17,,2025-03-28 10:13:21.030799+00:00
2023-09-01,17,9279000.0,2025-03-28 10:13:21.030799+00:00
2023-09-04,17,,2025-03-28 10:13:21.030799+00:00
2023-09-05,17,,2025-03-28 10:13:21.030799+00:00
2023-09-06,17,,2025-03-28 10:13:21.030799+00:00
2023-09-07,17,,2025-03-28 10:13:21.030799+00:00
2023-09-08,17,,2025-03-28 10:13:21.030799+00:00
2023-09-11,17,,2025-03-28 10:13:21.030799+00:00
2023-09-12,17,,2025-03-28 10:13:21.030799+00:00
2023-09-13,17,,2025-03-28 10:13:21.030799+00:00
2023-09-14,17,,2025-03-28 10:13:21.030799+00:00
2023-09-15,17,,2025-03-28 10:13:21.030799+00:00
2023-09-18,17,,2025-03-28 10:13:21.030799+00:00
2023-09-19,17,,2025-03-28 10:13:21.030799+00:00
2023-09-20,17,,2025-03-28 10:13:21.030799+00:00
2023-09-21,17,,2025-03-28 10:13:21.030799+00:00
2023-09-22,17,,2025-03-28 10:13:21.030799+00:00
2023-09-25,17,,2025-03-28 10:13:21.030799+00:00
2023-09-26,17,,2025-03-28 10:13:21.030799+00:00
2023-09-27,17,,2025-03-28 10:13:21.030799+00:00
2023-09-28,17,,2025-03-28 10:13:21.030799+00:00
2023-09-29,17,,2025-03-28 10:13:21.030799+00:00
2023-09-30,17,,2025-03-28 10:13:21.030799+00:00
2023-10-01,17,8550000.0,2025-03-28 10:13:21.030799+00:00
2023-10-02,17,,2025-03-28 10:13:21.030799+00:00
2023-10-03,17,,2025-03-28 10:13:21.030799+00:00
2023-10-04,17,,2025-03-28 10:13:21.030799+00:00
2023-10-05,17,,2025-03-28 10:13:21.030799+00:00
2023-10-06,17,,2025-03-28 10:13:21.030799+00:00
2023-10-09,17,,2025-03-28 10:13:21.030799+00:00
2023-10-10,17,,2025-03-28 10:13:21.030799+00:00
2023-10-11,17,,2025-03-28 10:13:21.030799+00:00
2023-10-12,17,,2025-03-28 10:13:21.030799+00:00
2023-10-13,17,,2025-03-28 10:13:21.030799+00:00
2023-10-16,17,,2025-03-28 10:13:21.030799+00:00
2023-10-17,17,,2025-03-28 10:13:21.030799+00:00
2023-10-18,17,,2025-03-28 10:13:21.030799+00:00
2023-10-19,17,,2025-03-28 10:13:21.030799+00:00
2023-10-20,17,,2025-03-28 10:13:21.030799+00:00
2023-10-23,17,,2025-03-28 10:13:21.030799+00:00
2023-10-24,17,,2025-03-28 10:13:21.030799+00:00
2023-10-25,17,,2025-03-28 10:13:21.030799+00:00
2023-10-26,17,,2025-03-28 10:13:21.030799+00:00
2023-10-27,17,,2025-03-28 10:13:21.030799+00:00
2023-10-30,17,,2025-03-28 10:13:21.030799+00:00
2023-10-31,17,,2025-03-28 10:13:21.030799+00:00
2023-11-01,17,8663000.0,2025-03-28 10:13:21.030799+00:00
2023-11-02,17,,2025-03-28 10:13:21.030799+00:00
2023-11-03,17,,2025-03-28 10:13:21.030799+00:00
2023-11-06,17,,2025-03-28 10:13:21.030799+00:00
2023-11-07,17,,2025-03-28 10:13:21.030799+00:00
2023-11-08,17,,2025-03-28 10:13:21.030799+00:00
2023-11-09,17,,2025-03-28 10:13:21.030799+00:00
2023-11-10,17,,2025-03-28 10:13:21.030799+00:00
2023-11-13,17,,2025-03-28 10:13:21.030799+00:00
2023-11-14,17,,2025-03-28 10:13:21.030799+00:00
2023-11-15,17,,2025-03-28 10:13:21.030799+00:00
2023-11-16,17,,2025-03-28 10:13:21.030799+00:00
2023-11-17,17,,2025-03-28 10:13:21.030799+00:00
2023-11-20,17,,2025-03-28 10:13:21.030799+00:00
2023-11-21,17,,2025-03-28 10:13:21.030799+00:00
2023-11-22,17,,2025-03-28 10:13:21.030799+00:00
2023-11-23,17,,2025-03-28 10:13:21.030799+00:00
2023-11-24,17,,2025-03-28 10:13:21.030799+00:00
2023-11-27,17,,2025-03-28 10:13:21.030799+00:00
2023-11-28,17,,2025-03-28 10:13:21.030799+00:00
2023-11-29,17,,2025-03-28 10:13:21.030799+00:00
2023-11-30,17,,2025-03-28 10:13:21.030799+00:00
2023-12-01,17,8585000.0,2025-03-28 10:13:21.030799+00:00
2023-12-04,17,,2025-03-28 10:13:21.030799+00:00
2023-12-05,17,,2025-03-28 10:13:21.030799+00:00
2023-12-06,17,,2025-03-28 10:13:21.030799+00:00
2023-12-07,17,,2025-03-28 10:13:21.030799+00:00
2023-12-08,17,,2025-03-28 10:13:21.030799+00:00
2023-12-11,17,,2025-03-28 10:13:21.030799+00:00
2023-12-12,17,,2025-03-28 10:13:21.030799+00:00
2023-12-13,17,,2025-03-28 10:13:21.030799+00:00
2023-12-14,17,,2025-03-28 10:13:21.030799+00:00
2023-12-15,17,,2025-03-28 10:13:21.030799+00:00
2023-12-18,17,,2025-03-28 10:13:21.030799+00:00
2023-12-19,17,,2025-03-28 10:13:21.030799+00:00
2023-12-20,17,,2025-03-28 10:13:21.030799+00:00
2023-12-21,17,,2025-03-28 10:13:21.030799+00:00
2023-12-22,17,,2025-03-28 10:13:21.030799+00:00
2023-12-25,17,,2025-03-28 10:13:21.030799+00:00
2023-12-26,17,,2025-03-28 10:13:21.030799+00:00
2023-12-27,17,,2025-03-28 10:13:21.030799+00:00
2023-12-28,17,,2025-03-28 10:13:21.030799+00:00
2023-12-29,17,,2025-03-28 10:13:21.030799+00:00
2023-12-31,17,,2025-03-28 10:13:21.030799+00:00
2024-01-01,17,8468000.0,2025-03-28 10:13:21.030799+00:00
2024-01-02,17,,2025-03-28 10:13:21.030799+00:00
2024-01-03,17,,2025-03-28 10:13:21.030799+00:00
2024-01-04,17,,2025-03-28 10:13:21.030799+00:00
2024-01-05,17,,2025-03-28 10:13:21.030799+00:00
2024-01-08,17,,2025-03-28 10:13:21.030799+00:00
2024-01-09,17,,2025-03-28 10:13:21.030799+00:00
2024-01-10,17,,2025-03-28 10:13:21.030799+00:00
2024-01-11,17,,2025-03-28 10:13:21.030799+00:00
2024-01-12,17,,2025-03-28 10:13:21.030799+00:00
2024-01-15,17,,2025-03-28 10:13:21.030799+00:00
2024-01-16,17,,2025-03-28 10:13:21.030799+00:00
2024-01-17,17,,2025-03-28 10:13:21.030799+00:00
2024-01-18,17,,2025-03-28 10:13:21.030799+00:00
2024-01-19,17,,2025-03-28 10:13:21.030799+00:00
2024-01-22,17,,2025-03-28 10:13:21.030799+00:00
2024-01-23,17,,2025-03-28 10:13:21.030799+00:00
2024-01-24,17,,2025-03-28 10:13:21.030799+00:00
2024-01-25,17,,2025-03-28 10:13:21.030799+00:00
2024-01-26,17,,2025-03-28 10:13:21.030799+00:00
2024-01-29,17,,2025-03-28 10:13:21.030799+00:00
2024-01-30,17,,2025-03-28 10:13:21.030799+00:00
2024-01-31,17,,2025-03-28 10:13:21.030799+00:00
2024-02-01,17,8445000.0,2025-03-28 10:13:21.030799+00:00
2024-02-02,17,,2025-03-28 10:13:21.030799+00:00
2024-02-05,17,,2025-03-28 10:13:21.030799+00:00
2024-02-06,17,,2025-03-28 10:13:21.030799+00:00
2024-02-07,17,,2025-03-28 10:13:21.030799+00:00
2024-02-08,17,,2025-03-28 10:13:21.030799+00:00
2024-02-09,17,,2025-03-28 10:13:21.030799+00:00
2024-02-12,17,,2025-03-28 10:13:21.030799+00:00
2024-02-13,17,,2025-03-28 10:13:21.030799+00:00
2024-02-14,17,,2025-03-28 10:13:21.030799+00:00
2024-02-15,17,,2025-03-28 10:13:21.030799+00:00
2024-02-16,17,,2025-03-28 10:13:21.030799+00:00
2024-02-19,17,,2025-03-28 10:13:21.030799+00:00
2024-02-20,17,,2025-03-28 10:13:21.030799+00:00
2024-02-21,17,,2025-03-28 10:13:21.030799+00:00
2024-02-22,17,,2025-03-28 10:13:21.030799+00:00
2024-02-23,17,,2025-03-28 10:13:21.030799+00:00
2024-02-26,17,,2025-03-28 10:13:21.030799+00:00
2024-02-27,17,,2025-03-28 10:13:21.030799+00:00
2024-02-28,17,,2025-03-28 10:13:21.030799+00:00
2024-02-29,17,,2025-03-28 10:13:21.030799+00:00
2024-03-01,17,8093000.0,2025-03-28 10:13:21.030799+00:00
2024-03-04,17,,2025-03-28 10:13:21.030799+00:00
2024-03-05,17,,2025-03-28 10:13:21.030799+00:00
2024-03-06,17,,2025-03-28 10:13:21.030799+00:00
2024-03-07,17,,2025-03-28 10:13:21.030799+00:00
2024-03-08,17,,2025-03-28 10:13:21.030799+00:00
2024-03-11,17,,2025-03-28 10:13:21.030799+00:00
2024-03-12,17,,2025-03-28 10:13:21.030799+00:00
2024-03-13,17,,2025-03-28 10:13:21.030799+00:00
2024-03-14,17,,2025-03-28 10:13:21.030799+00:00
2024-03-15,17,,2025-03-28 10:13:21.030799+00:00
2024-03-18,17,,2025-03-28 10:13:21.030799+00:00
2024-03-19,17,,2025-03-28 10:13:21.030799+00:00
2024-03-20,17,,2025-03-28 10:13:21.030799+00:00
2024-03-21,17,,2025-03-28 10:13:21.030799+00:00
2024-03-22,17,,2025-03-28 10:13:21.030799+00:00
2024-03-25,17,,2025-03-28 10:13:21.030799+00:00
2024-03-26,17,,2025-03-28 10:13:21.030799+00:00
2024-03-27,17,,2025-03-28 10:13:21.030799+00:00
2024-03-28,17,,2025-03-28 10:13:21.030799+00:00
2024-03-29,17,,2025-03-28 10:13:21.030799+00:00
2024-03-31,17,,2025-03-28 10:13:21.030799+00:00
2024-04-01,17,7619000.0,2025-03-28 10:13:21.030799+00:00
2024-04-02,17,,2025-03-28 10:13:21.030799+00:00
2024-04-03,17,,2025-03-28 10:13:21.030799+00:00
2024-04-04,17,,2025-03-28 10:13:21.030799+00:00
2024-04-05,17,,2025-03-28 10:13:21.030799+00:00
2024-04-08,17,,2025-03-28 10:13:21.030799+00:00
2024-04-09,17,,2025-03-28 10:13:21.030799+00:00
2024-04-10,17,,2025-03-28 10:13:21.030799+00:00
2024-04-11,17,,2025-03-28 10:13:21.030799+00:00
2024-04-12,17,,2025-03-28 10:13:21.030799+00:00
2024-04-15,17,,2025-03-28 10:13:21.030799+00:00
2024-04-16,17,,2025-03-28 10:13:21.030799+00:00
2024-04-17,17,,2025-03-28 10:13:21.030799+00:00
2024-04-18,17,,2025-03-28 10:13:21.030799+00:00
2024-04-19,17,,2025-03-28 10:13:21.030799+00:00
2024-04-22,17,,2025-03-28 10:13:21.030799+00:00
2024-04-23,17,,2025-03-28 10:13:21.030799+00:00
2024-04-24,17,,2025-03-28 10:13:21.030799+00:00
2024-04-25,17,,2025-03-28 10:13:21.030799+00:00
2024-04-26,17,,2025-03-28 10:13:21.030799+00:00
2024-04-29,17,,2025-03-28 10:13:21.030799+00:00
2024-04-30,17,,2025-03-28 10:13:21.030799+00:00
2024-05-01,17,7901000.0,2025-03-28 10:13:21.030799+00:00
2024-05-02,17,,2025-03-28 10:13:21.030799+00:00
2024-05-03,17,,2025-03-28 10:13:21.030799+00:00
2024-05-06,17,,2025-03-28 10:13:21.030799+00:00
2024-05-07,17,,2025-03-28 10:13:21.030799+00:00
2024-05-08,17,,2025-03-28 10:13:21.030799+00:00
2024-05-09,17,,2025-03-28 10:13:21.030799+00:00
2024-05-10,17,,2025-03-28 10:13:21.030799+00:00
2024-05-13,17,,2025-03-28 10:13:21.030799+00:00
2024-05-14,17,,2025-03-28 10:13:21.030799+00:00
2024-05-15,17,,2025-03-28 10:13:21.030799+00:00
2024-05-16,17,,2025-03-28 10:13:21.030799+00:00
2024-05-17,17,,2025-03-28 10:13:21.030799+00:00
2024-05-20,17,,2025-03-28 10:13:21.030799+00:00
2024-05-21,17,,2025-03-28 10:13:21.030799+00:00
2024-05-22,17,,2025-03-28 10:13:21.030799+00:00
2024-05-23,17,,2025-03-28 10:13:21.030799+00:00
2024-05-24,17,,2025-03-28 10:13:21.030799+00:00
2024-05-27,17,,2025-03-28 10:13:21.030799+00:00
2024-05-28,17,,2025-03-28 10:13:21.030799+00:00
2024-05-29,17,,2025-03-28 10:13:21.030799+00:00
2024-05-30,17,,2025-03-28 10:13:21.030799+00:00
2024-05-31,17,,2025-03-28 10:13:21.030799+00:00
2024-06-01,17,7412000.0,2025-03-28 10:13:21.030799+00:00
2024-06-03,17,,2025-03-28 10:13:21.030799+00:00
2024-06-04,17,,2025-03-28 10:13:21.030799+00:00
2024-06-05,17,,2025-03-28 10:13:21.030799+00:00
2024-06-06,17,,2025-03-28 10:13:21.030799+00:00
2024-06-07,17,,2025-03-28 10:13:21.030799+00:00
2024-06-10,17,,2025-03-28 10:13:21.030799+00:00
2024-06-11,17,,2025-03-28 10:13:21.030799+00:00
2024-06-12,17,,2025-03-28 10:13:21.030799+00:00
2024-06-13,17,,2025-03-28 10:13:21.030799+00:00
2024-06-14,17,,2025-03-28 10:13:21.030799+00:00
2024-06-17,17,,2025-03-28 10:13:21.030799+00:00
2024-06-18,17,,2025-03-28 10:13:21.030799+00:00
2024-06-19,17,,2025-03-28 10:13:21.030799+00:00
2024-06-20,17,,2025-03-28 10:13:21.030799+00:00
2024-06-21,17,,2025-03-28 10:13:21.030799+00:00
2024-06-24,17,,2025-03-28 10:13:21.030799+00:00
2024-06-25,17,,2025-03-28 10:13:21.030799+00:00
2024-06-26,17,,2025-03-28 10:13:21.030799+00:00
2024-06-27,17,,2025-03-28 10:13:21.030799+00:00
2024-06-28,17,,2025-03-28 10:13:21.030799+00:00
2024-06-30,17,,2025-03-28 10:13:21.030799+00:00
2024-07-01,17,7504000.0,2025-03-28 10:13:21.030799+00:00
2024-07-02,17,,2025-03-28 10:13:21.030799+00:00
2024-07-03,17,,2025-03-28 10:13:21.030799+00:00
2024-07-04,17,,2025-03-28 10:13:21.030799+00:00
2024-07-05,17,,2025-03-28 10:13:21.030799+00:00
2024-07-08,17,,2025-03-28 10:13:21.030799+00:00
2024-07-09,17,,2025-03-28 10:13:21.030799+00:00
2024-07-10,17,,2025-03-28 10:13:21.030799+00:00
2024-07-11,17,,2025-03-28 10:13:21.030799+00:00
2024-07-12,17,,2025-03-28 10:13:21.030799+00:00
2024-07-15,17,,2025-03-28 10:13:21.030799+00:00
2024-07-16,17,,2025-03-28 10:13:21.030799+00:00
2024-07-17,17,,2025-03-28 10:13:21.030799+00:00
2024-07-18,17,,2025-03-28 10:13:21.030799+00:00
2024-07-19,17,,2025-03-28 10:13:21.030799+00:00
2024-07-22,17,,2025-03-28 10:13:21.030799+00:00
2024-07-23,17,,2025-03-28 10:13:21.030799+00:00
2024-07-24,17,,2025-03-28 10:13:21.030799+00:00
